sample_name,FilterID,target_gene,PlateID,library,local_time,time_label,SAMPLING_cruise,depth,SAMPLING_platform,SC,ESP,SAMPLING_station_number,SAMPLING_station,SAMPLING_bottle,decimalLongitude,decimalLatitude,sample_type,Plates,Markers,Status,Dewar_name,Sampling_method,replicate,SAMPLING_rdepth,project_name,nitrate,fluor,density,pressure,minimumDepthInMeters,maximumDepthInMeters,start_GMT,end_GMT,temp,salinity,sigmat,spice,diss_oxygen,PAR (umol/s/m2),altitude,chlorophyll,bbp470 (count),bbp650 (count),SAMPLING_project,ESP_name,diel,month,day,hour,eventDate
CN19Sc25_4_eDNA_JJ,CN19Sc25_04_eDNA,12S,JJ,JJ81,6/3/19 0:13,06-03 night,CN19S,400.0,WESTERN FLYER,,,25.0,MARS,4.0,-122.199,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,400.462,CANON,34.672,0.0366,26.8416,403.829,,,,,6.5633,34.1863,,,,,,0.4158,,,,,night,6.0,3.0,0.0,2019-06-03 07:13:00
CN19Sc25_2_eDNA_JJ,CN19Sc25_02_eDNA,12S,JJ,JJ82,6/3/19 0:13,06-03 night,CN19S,600.0,WESTERN FLYER,,,25.0,MARS,2.0,-122.199,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,600.135,CANON,39.508,0.0377,27.0812,605.474,,,,,5.4255,34.3061,,,,,,0.4419,,,,,night,6.0,3.0,0.0,2019-06-03 07:13:00
CN19Sc25_1_eDNA_JJ,CN19Sc25_01_eDNA,12S,JJ,JJ83,6/3/19 0:13,06-03 night,CN19S,700.0,WESTERN FLYER,,,25.0,MARS,1.0,-122.199,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,702.3969999999998,CANON,40.14,0.0379,27.1616,708.822,,,,,5.0261,34.3476,,,,,,0.4475,,,,,night,6.0,3.0,0.0,2019-06-03 07:13:00
CN19Sc25Bongo_eDNA_JJ,CN19Sc25_bongo_eDNA,12S,JJ,JJ84,,,CN19S,,,,,25.0,,,,,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,Net_Filtrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN19Sc27_10_eDNA_JJ,CN19Sc27_10_eDNA,12S,JJ,JJ85,6/3/19 6:01,06-03 transition,CN19S,40.0,WESTERN FLYER,,,27.0,MARS,10.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,40.586,CANON,18.978,0.0421,25.7824,40.892,,,,,10.3176,33.5702,,,,,,0.5522,,,,,transition,6.0,3.0,6.0,2019-06-03 13:01:00
CN19Sc27_6_eDNA_JJ,CN19Sc27_06_eDNA,12S,JJ,JJ86,6/3/19 6:01,06-03 transition,CN19S,215.0,WESTERN FLYER,,,27.0,MARS,6.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,215.132,CANON,28.266,0.0352,26.5393,216.843,,,,,8.0043,34.0615,,,,,,0.3808,,,,,transition,6.0,3.0,6.0,2019-06-03 13:01:00
CN19Sc27_5_eDNA_JJ,CN19Sc27_05_eDNA,12S,JJ,JJ87,6/3/19 6:01,06-03 transition,CN19S,280.0,WESTERN FLYER,,,27.0,MARS,5.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,280.709,CANON,33.982,0.0358,26.6513,282.986,,,,,7.5305,34.1153,,,,,,0.3964,,,,,transition,6.0,3.0,6.0,2019-06-03 13:01:00
CN19Sc01_12_eDNA_JJ,CN19Sc01_12_eDNA,12S,JJ,JJ88,5/30/19 19:23,05-30 transition,CN19S,0.0,WESTERN FLYER,,,1.0,C1,12.0,-121.8488,36.7967,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,1.219,CANON,0.132,0.2392,24.987,1.228,,,,,14.1109,33.4766,,,,,,5.4804,,,,,transition,5.0,30.0,19.0,2019-05-31 02:23:00
CN19Sc02_12_eDNA_JJ,CN19Sc02_12_eDNA,12S,JJ,JJ89,5/30/19 21:13,05-30 night,CN19S,0.0,WESTERN FLYER,,,2.0,MOORING1,12.0,-122.0185,36.7347,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,1.359,CANON,2.992,0.2775,25.3027,1.369,,,,,12.8712,33.5597,,,,,,6.4385,,,,,night,5.0,30.0,21.0,2019-05-31 04:13:00
CN19Sc04_12_eDNA_JJ,CN19Sc04_12_eDNA,12S,JJ,JJ90,5/31/19 1:25,05-31 night,CN19S,0.0,WESTERN FLYER,,,4.0,MOORING2,12.0,-122.3777,36.697,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,1.588,CANON,0.222,0.1487,24.7872,1.6,,,,,13.3716,33.0223,,,,,,3.216,,,,,night,5.0,31.0,1.0,2019-05-31 08:25:00
CN19Sc22_8_eDNA_JJ,CN19Sc22_08_eDNA,12S,JJ,JJ91,6/2/19 15:06,06-02 day,CN19S,55.0,WESTERN FLYER,,,22.0,OFFMARS_E,8.0,-122.164,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,54.06,CANON,24.515,0.0367,25.9331,54.468,,,,,9.9544,33.684,,,,,,0.4183,,,,,day,6.0,2.0,15.0,2019-06-02 22:06:00
CN19Sc22_4_eDNA_JJ,CN19Sc22_04_eDNA,12S,JJ,JJ92,6/2/19 15:06,06-02 day,CN19S,115.0,WESTERN FLYER,,,22.0,OFFMARS_E,4.0,-122.164,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,114.445,CANON,27.722,0.0351,26.2713,115.327,,,,,9.0945,33.9353,,,,,,0.3765,,,,,day,6.0,2.0,15.0,2019-06-02 22:06:00
CN19Sc22_2_eDNA_JJ,CN19Sc22_02_eDNA,12S,JJ,JJ93,6/2/19 15:06,06-02 day,CN19S,250.0,WESTERN FLYER,,,22.0,OFFMARS_E,2.0,-122.164,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,250.159,CANON,,0.0353,26.6141,252.17,,,,,7.7191,34.1029,,,,,,0.3833,,,,,day,6.0,2.0,15.0,2019-06-02 22:06:00
